Offense.Code,Offense.Category,Offense.Description,Offense.Level
48054,10552,FALSE REP THEFT TO DECEIV,I
26072,10750(A),ALTER VEH ID NUMBERS,M
26077,10751(A),POS/ETC VEH W/ALTERED NBR,M
26220,10752(A),POSS/ETC MFG ID/DEFRAUD,F
26270,10752(B),SELL/ETC GOVT/ETC ID#:DEF,F
26306,10801,OWN/ETC CHOP SHOP,F
26307,10802,ALTER/ETC VEHICLE ID NBR,F
26310,10803(A),BUY VEHS:ID REM:SELL/ETC,F
26311,10803(B),POSS VEHS:ID REM:SELL/ETC,F
24054,10851(A),VEHICLE THEFT,F
24067,10851(A),TAKE VEH W/O OWNER CONSNT,M
24065,10851(B),TAKE ONCALL EMERG/ETC VEH,F
24066,10851(E),TAKE VEH:NO CNSNT:SPEC PR,F
23066,10851.5,THEFT OF BINDER CHAINS,M
29050,10852,TAMPER WITH VEHICLE,M
29051,10853,MALICIOUS MISCHIEF TO VEH,M
29052,10854,BAILEE TAMPER W/VEHICLE,M
27050,10855,EMBEZZLE RENTED VEHICLE,F
27054,10855,EMBEZZLE LEASED/RENTD VEH,M
26176,10980(A),FRAUD TO OBTAIN AID,M
26169,10980(B),FRAUD:MULTIPLE AID CLAIMS,F
26165,10980(C)(1),FRAUD TO OBTAIN AID -$4OO,M
26164,10980(C)(2),FRAUD TO OBTAIN AID $400+,F
26508,10980(C)(2),FRAUD:OBTAIN AID $400+,M
26177,10980(D),FOOD STAMP PROGRAM VIOL,F
26331,10980(E),USE/ETC ALTERD FOOD STAMP,F
26194,10980(G)(1),FOOD STAMP PROGRAM VIOL,M
26178,10980(G)(2),FOOD STMP PROG VIOL $400+,F
26509,10980(G)(2),FOOD STAMP PROG VIO $400+,M
26355,11010(A),UNFILD NOTE:SELL/ETC:RLTY,F
31036,11018.2,SELL W/O PUBLIC REPORT,F
31161,11019(A),REAL ESTATE SALE/ETC VIOL,F
31152,11022(A),FALSE/ETC ADV:REAL ESTATE,F
26083,11054,FALSE ELIGIBLE STATEMENT,F
26515,11100(A),RUN/ETC DRIVE SCH W/O LIC,M
35347,11100(G)(1),SELL/ETC SPEC SUB:MINOR,M
35348,11100(G)(2),MINOR ILL POSS SPEC SUB,M
35384,11100(G)(3),SELL EPHEDRN/ETC:ILL AMT,M
35339,11100.1(A),FAIL RPT:SPEC SUB:O-O-S,M
35340,11104(A),FURN 11100(A)HS SUB F/MFG,F
35386,11104(C),REC/ETC WIT EVADE RPT REQ,M
35330,11104.5,POSS ARTICLS:MFG CNTL SUB,M
35322,11106(J),SEL/ETC CNTL SUB W/O PERM,M
35323,11106(J),SEL/ETC CNTL SUB W/O PERM,F
55232,11107.1(A)(2),SELL CHEM:BUYER NO ID/ETC,M
31204,11107.1(B)(1),NO BUYER/SOURCE RECS:CHEM,M
31205,11107.1(B)(2),MFG/ETC NOT KEEP CHEM REC,M
31190,11109,VIOL:UNSAFE DRIVE SCH VEH,M
50089,11142,FURNISH RECORD ILLEGALLY,M
50147,11143,UNAUTH RECEIVE RECORD/ETC,M
31154,11149.3,VEND/ETC ILL FURNISH INFO,M
35100,11150,WRITE UNAUTH PRESCRIPTION,M
35307,11151,PRESC BY UNLICENSED PERSN,M
35101,11152,NONCONFORM PRESCRIPTIONS,F
35242,11153(A)(1),ISSUE ILLEGAL C/SUB PRESC,F
35283,11154(A),PRESCRIBE CNTL SUB,F
35302,11154(B),SLICIT/ETC PRESC CNTL SUB,F
35104,11155,ILLEGAL CNTL SUB PRESCRIP,F
35105,11156,GIVE CNTL SUB TO ADDICT,F
35106,11157,ISSUE FALSE PRESCRIPTION,M
35370,11157,ISS FALSE/ETC PRESCRIPTN,F
35246,11159,FAIL TO KEEP DRUG RECORD,M
55304,11160(A)(1),PRACT FL RPRT F/ARM INJ,M
55305,11160(A)(2),PRACT FL RPRT ASSLT INJ,M
35333,11160(B)(1),PRAC FAIL CALL:WOUND/ETC,M
35334,11160(B)(2),PRAC FAIL WRITE:WOUND/ETC,M
55306,11160(B)(3),PRACT FL NTFY LE EXPIRED,M
35335,11161(A),UNAUTH POSS PRESC BLANKS,M
35266,11162.5(A),CNTRFEIT PRESCRIP BLANKS,F
35267,11162.5(B),POSS FAKE PRESCRIP BLANKS,M
35405,11162.6(C),ATT OBTAIN CNT SUB PRESCR,M
35248,11166,FILL OUTDATED/ETC PRESCRI,M
35371,11166,FILL OLD/ETC C/SUB PRESC,F
55267,11166(A),MNDT RPTR FAL RPT INCDNT,M
55307,11167.5(A),VIOL CONFID MANDATED RPTR,M
35108,11170,CNTL SUB FOR SELF USE,M
35109,11171,PRESCRIBE CNTL SUB VIOL,M
35225,11172,ALTER PRESCRIPTION DATE,M
38062,11172(E),FAIL REPORT CHILD ABUSE,M
35178,11173(A),OBTAIN CNTL SUB BY FRAUD,F
35387,11173(A),OBTAIN CNTL SUB BY FRAUD,M
35149,11173(B),FALSE STATEMENT:PRESCRIP,F
35150,11173(C),REP AS DR/ETC:GET C/SUB,F
35151,11173(D),FALSE LABEL ON CNTL SUB,F
35456,11173(D),FALSE LABEL ON CNTL SUB,M
35111,11174,FALSE NAME:GET CNTL SUB,F
35112,11175,POSS/ETC NONCONFOR PRESC,M
35191,11175,GET CNTL SUB:N-CONF PRESC,M
35192,11175,ILL C/SUB PRESC:OBT C/SUB,M
35303,11180,POSS CNTL SUB W/O PRESC,M
35241,11190,FAIL KEEP CNTL SUB RECORD,M
31155,11200,UNLAWFL PLACE OF SALE:LIQ,M
35341,11207,UNAUTH FIL/ETC C/SUB PRSC,M
35116,11217,UNAUTH NARCOTIC CENTER,M
40040,11225(A),BLDG USED F/ILL GAMBLING,M
40041,11225(B),BLDG USED AS ILL BATHHSE,M
26361,11265(A),FALSE INFO:ANUL AID ALLOT,M
39037,11300,SOLICIT VISIT TO GAMB SHP,M
39335,11302,SLCIT TO CRAFT GAMBL SHIP,M
39336,11303,TRANSPORT TO GAMBLE SHIP,M
39337,11304,TRANSP TO CRAFT GMBL SHIP,M
54383,11307(A),VEH VERFIER FAIL KEEP REC,I
39338,11311,VIOL OF ORD FOR ABATEMENT,I
39339,11311,VIOL OF ORD FOR ABATEMENT,M
31199,11320,APRAISE FED REALTY:NO LIC,F
31200,11320,UNLIC APPRAISE FED REALTY,M
35152,11350(A),POSSESS NARCOTIC CNTL SUB,F
35422,11350(A),POSSESS NARCOTIC CNTL SUB,M
35229,11350(B),POSSESS METHAQUALONE/ETC,F
35398,11350(B),POSSESS MECLOQUALONE/ETC,M
35276,11351,POS/PUR F/SALE NARC/C/SUB,F
35254,11351.5,POSS/PUR COKE BASE F/SALE,F
35154,11352(A),TRANSP/SELL NARC/CNTL SUB,F
35294,11352(B),TRANS/SELL NARC BTWN CNTY,F
35382,11352.1(B),DISP/ETC DANG DRUG/DEVICE,M
35155,11353(A),SOLICT/ETC MNR:C/SUB/NARC,F
35304,11353(B),HIRE/ETC MNR SEL/ETC CS/N,F
35329,11353(C),SEL/ETC CNTL SUB/NARC:MNR,F
35325,11353.5,ADL SUP MNR C/SUB:SCH/ETC,F
35275,11353.7,GIVE CNTL SUB TO MNR U/14,F
35157,11354(A),MINOR GIVE MINOR CNTL SUB,F
35122,11355,SELL/ETC IN LIEU:CNTL SUB,F
35332,11355,SELL/ETC IN LIEU:CNTL SUB,M
35179,11357(A),POSS CONCENTRATE CANNABIS,F
35383,11357(A),POS CONCENTRATED CANNABIS,M
35429,11357(A),POSS MARIJUANA 28.5- GRMS,I
35430,11357(B),POSS MARIJ OVER 28.5 GRAM,I
35431,11357(B),POSS MARIJ OVER 28.5 GRAM,M
35432,11357(C),POSS MARIJUANA SCHL GRNDS,M
35433,11357(D),POSS MARIJUANA SCHL GRNDS,I
35420,11357.5(A),POS SYNTHETIC CANNABINOID,M
35427,11357.5(A),SEL SYNTHETIC CANNABINOID,M
35428,11357.5(B),POS SYNTHETIC CANNABINOID,I
35125,11358,PLANT/ETC MARIJUANA,F
35434,11358(A),CULTIVATE MARIJ UNDER 18,I
35435,11358(B),CULT MARIJ -6 PLANTS/-21,I
35436,11358(C),CULTIVATE MARIJ 6+ PLANTS,M
35437,11358(D),CULT MARIJ 6+ PLANTS W/PR,F
35127,11359,POSS MARIJUANA FOR SALE,F
35450,11359(A),POSS MARIJ SALE UNDER 18,I
35451,11359(B),POSS MARIJUANA FOR SALE,M
35452,11359(C),POSS MARIJ FOR SALE W/PR,F
35453,11359(D),EMPLOY IND -21 SELL MARIJ,F
35215,11360(A),SELL MARIJUANA,F
35446,11360(A),SELL/TRNSP/ETC MARIJUANA,I
35447,11360(A),SELL/TRNSP/ETC MARIJUANA,M
35448,11360(A),SELL/TRNSP/ETC MARIJUANA,F
35449,11360(B),TRANPRT/ETC MARIJ 28.5GRM,I
35167,11361(A),SELL MARIJUANA TO MINOR,F
35255,11361(B),FURNISH MINOR W/MARIJUANA,F
35454,11362.3(A)(4),POSS MARIJ DRIVE/RIDE VEH,I
55291,11362.3(A)(7),SMOKE MARIJ WHILE DRIVING,M
35438,11362.4(A),SMOKE/ING MARIJ PUBLIC PL,I
35439,11362.4(B),SMOKE MARIJ TOBACO PROHIB,I
35440,11362.4(C),SMOKE/POSS MARIJ SCHL/YTH,I
35441,11362.4(C),SMOKE/POSS MARIJ SCHL/YTH,M
35443,11362.4(D),USE SOLVNT NO LIC/CANABIS,F
35444,11362.4(E),VIOL OF PERSONL CULTIVATN,I
35445,11362.4(F),VIOL OF PERSONL CULTIVATN,I
35421,11362.77(A),QUAL PATNT POS 8+ OZ MARJ,M
35132,11363,PLANT/GROW/PROCESS PEYOTE,F
35133,11364,CNTL SUB PARAPHERNALIA,M
35402,11364(A),POSS UNLAW PARAPHERNALIA,M
35423,11364(A),POSS UNLAW PARAPHERNALIA,M
35418,11364.1(A),POSS UNLAW PARAPHERNALIA,M
35309,11364.5(A),SELL/ETC DRUG PARAPH:-18,M
35310,11364.5(B),BUS LET -18 SEE DRUG PARA,M
35222,11364.7(A),DELIVER/ETC DRUG PARAPHNL,M
35342,11364.7(B),MFG DRUG PARA:INT:DEL/ETC,F
35336,11364.7(C),DEL/ETC DRUG PARAPH MINOR,M
35320,11365(A),VISIT WHERE CNTL SUB USED,M
35337,11366,KEP PLACE:SEL/ETC N/C/SUB,F
35385,11366,KEP PLACE:SEL/ETC N/C/SUB,M
35258,11366.5(A),RENT/ETC:SEL/ETC CNTL SUB,F
35455,11366.5(A),RENT/ETC:SEL/ETC CNTL SUB,M
35263,11366.5(B),RENT ROOM:SELL CNTL SUB,F
35259,11366.6,USE ROOM TO SELL CNTL SUB,F
35344,11366.7(B),SELL DRUG/ETC:ILL MFG/ETC,F
35331,11366.8(A),USE/ETC CMPRTMNT:CNTL SUB,F
35328,11366.8(B),BLD FALS BOX:VEH:CNTL SUB,F
35136,11368,FORGE NARCOTIC PRESCRIP,F
35399,11368,FORGE NARCOTIC PRESCRIP,M
35324,11370.1(A),POSS CNTL SUB WHILE ARMED,F
35410,11370.2(A),PR C/S CONV:11351-11352HS,X
35411,11370.2(B),PR C/S CONV:11378.5-11383,X
35412,11370.2(C),PR C/S CONV:11378-11379HS,X
35298,11370.6(A),POSS $ FROM SALE CNTL SUB,F
26387,11370.9(A),REC/ETC/CNCL/ETC $+:C/SUB,F
35338,11370.9(B),CONCL/ETC PROFT/ETC:C/SUB,F
35350,11370.9(C),TRNS/ETC/HID/ETC $+:C/SUB,F
35185,11371,PRESCRIP VIOL:INDUCE MINR,F
35237,11371.1,OBTAIN CNTL SUB:USE MINOR,F
55114,11374.5(A),ILL DISP HAZ C/SUB/WASTE,F
35401,11375(B)(1),POSS F/SALE DES CNTL SUB,F
35426,11375(B)(1),POSS F/SALE DES CNTL SUB,M
35392,11375(B)(2),POSS CNTL SUB W/O PRESCRP,M
35419,11375.5(A),SELL/DIST SYNTH STIM COMP,M
35172,11377(A),POSS CONTROLLED SUBSTANCE,F
35353,11377(A),POSSESS CNTL SUB,M
35397,11377(B)(1),POSS CNTL SUB:N/PRIOR CON,M
35415,11377(B)(2),UNLAW POSSESS KETAMINE,M
35138,11378,POSS CNTL SUB FOR SALE,F
35200,11378.5,PHENCYCLIDINE/ETC F/SALE,F
35139,11379,TRANSP/ETC CNTL SUB,F
35175,11379(A),TRANSP/ETC CNTL SUB,F
35295,11379(B),TRANSP/ETC F/SALE C/SUB,F
35326,11379.2,POSS F/SALE/SELL CNTL SUB,F
35285,11379.5(A),TRANSP/ETC PHENCYCLDN/ETC,F
35345,11379.5(B),PHENC/ETC:SEL/ETC BTWN CO,F
35244,11379.6(A),MFG/ETC CNTL SUB,F
35264,11379.6(B),OFFER TO MFG/ETC CNTL SUB,F
35176,11380(A),USE/ETC MNR VIO C/SUB ACT,F
35141,11382,SELL/ETC IN LIEU:CNTL SUB,F
35390,11382,SELL/ETC IN LIEU:CNTL SUB,M
35206,11383(A),POSS SUB:INT:MFG METH/ETC,F
35207,11383(B),POSS SUB:INT:MFG PCP/ETC,F
35351,11383(C)(1),POS EPH/ETC:MFG METH/ETC,F
35352,11383(C)(2),POS ACID/ETC:METH/ETC,F
35290,11383(F),POSS PRECURS:MFG CNTL SUB,F
35393,11383(G),POSS CHEM INTENT MFG METH,F
35404,11383.5(E),POSS CHEM INTENT MFG METH,F
35414,11383.7(A),POSS W/INT/KNOW:MFG METH,F
35406,11383.7(B)(1),POSS/ETC CHEM:MFG METH,F
35257,11390,CUL SPR/MSH/ETC:PRO C/SUB,F
35265,11391,TRN/ETC SPR/MSH/ETC C/SUB,F
35413,11391,TRS/ETC SPR/MSH/ETC C/SUB,M
16011,11411(A),TERIZ:PLACE SYM:PRIV PROP,M
16041,11411(A),TERRORIZE:HANG NOOSE,M
16014,11411(B),TERIZ:PLACE SYM:PROP W/PR,F
16042,11411(B),TERIZ:PLACE SYM:PRIV PROP,M
16019,11411(C),TERROR:BURN/ETC CROSS/ETC,F
16020,11411(C),TEROR:BURN/ETC CROSS/ETC,M
16043,11411(C),TERIZ:PLACE SYM:PROP W/PR,F
16044,11411(D),TERROR:BURN/ETC CROSS/ETC,F
16045,11411(D),TERROR:BURN/ETC CROSS/ETC,M
56024,11412,THREAT RIGHT OF RELIGION,F
16008,11413(A),USE EXPL DEV TO TERRORIZE,F
16017,11414(A),HARAS CHILD:GUARDIANS EMP,M
16047,11414(C),HARAS CHLD:PARNT EMP W/PR,M
16034,11418(A)(1),POS/ETC WPN OF MASS DEST,F
16035,11418(A)(2),POS WPN OF MASS DEST W/PR,F
16026,11418(B)(1),USE WPN MS DEST:INJRY/ETC,F
16036,11418(B)(2),USE WPN MASS DEST:W/GBI,F
16037,11418(B)(3),USE WPN MS DEST:FOOD/WATR,F
16038,11418(B)(4),USE WPN MS DEST:ANML/CROP,F
16029,11418(C),USE WPN MAS DEST:NATL RES,F
16039,11418(D)(1),CREATE NEW/ETC:WPN MS DST,F
16040,11418(D)(2),NEW WMD:DAMAGE WATER/ETC,F
16032,11418.1,MAIL FALSE WPN MASS DEST,M
16033,11418.1,MAIL/ETC:FLSE WPN MAS DES,F
16022,11418.5(A),THREAT/ETC W/WPN MAS DEST,M
16023,11418.5(A),THREAT/ETC W/WPN MAS DEST,F
16025,11419(A),POSS REST BIOLOGICAL AGNT,F
53123,11460(A),ILL ASEMB:PARMIL:WPN PRAC,M
53153,11460(B)(1),TEACH USE F/ARM CVL DSORD,M
35378,11473.5,OFCL NOT DSTROY C/SUB/ETC,M
26324,11480,MISUSE/ETC CHILD SUPPORT,M
26085,11482,FRAUD:OBTAIN AID,M
26154,11482.5,CLAIM AID:FALSE ID ENTLMT,F
26088,11483,OBTAIN AID BY FRAUD,M
26094,11483,OBTAIN AID BY FRAUD,F
26158,11483.5,OBTAIN AID:FLSE ID ENTLMT,F
31030,11500,DISMANTLE VEH W/O PERMIT,M
31132,11520(A),DISMANTL VEH W/O NOTE:DMV,M
35349,11532(A),LOITR PUBLIC:ILL DRUG ACT,M
35143,11550,UNDER INFLUENCE CNTL SUB,M
35212,11550(A),UNDER INFLUENCE CNTL SUB,M
35293,11550(E),USE CNTL SUB:POSS FIREARM,F
66136,11580,VIOLATE ABATEMENT ORDER,M
89014,11590,REG OF CONTRL SUB OFFENDR,X
35145,11594,CNTL SUB OFFENDER NOT REG,M
31032,11700,UNAUTH DEALER/ETC:W/O LIC,M
26075,11713,ILLEGL ACTS BY DEALER/ETC,M
26305,11713(A),UNLAW ACT VEH DEALER/ETC,M
26549,11713(I),DLR DELIVER ILLEQUIP VEH,M
26552,11713(J),DLR MISUSE/ETC:SPEC PLATE,M
26589,11713(R),DLR DISPLAY VEH SALE VIOL,M
26516,11713.1,FALSE ADV/BUS PRACTIC:DLR,M
26517,11713.2,MFGR/ETC COERCE/ETC DLR,M
26518,11713.5,FALSE REP VEH YEAR MODEL,M
26519,11713.9,DLR SELL VEH NO ENGIN TAG,M
54598,11715(F),MFG FAL MNT REG SPEC PLT,M
54484,11729(A),DLR FAIL COMPLY:AGREEMENT,M
26375,11760(A),GET WK COMP INS:LOW RATE,F
31033,11800,ACT:VEH SALEPERSON NO LIC,M
54365,11819(B),LEND VEH SALES LICENSE,M
54366,11819(E),UNAUTH DUP/ETC SALES LIC,M
26312,11880(A),FRAUD:GET INS REDUCD RATE,F
26547,11880(A),FRAUD OBT INS:REDUCE RATE,M
62005,12001,HUNT IN VIOL OF 12150 FG,F
52347,12001.1(A),MFG/ETC UNDETECT KNIVES,M
52222,12001.5,POSS SHORT BAREL GUN/RIFL,F
62105,12012(A),TAKE WILDLIFE FOR CMRCIAL,M
62197,12012.5,TAKE FISH PROT MARNE AREA,M
31275,12016,HINDER/OBSTRUCT SEALER,M
50132,12020,FTA WRITEN PROMISE:FG CHG,M
52009,12020,POSS/MFG/SEL DANG WPN/ETC,F
52096,12020(A),POS/MFG/SELL DANG WPN/ETC,F
52281,12020(A),POS/MFG/SELL DANG WPN/ETC,M
52330,12020(A)(1),MFG/SELL/POS DANG WPN/ETC,M
52331,12020(A)(1),MFG/SELL/POS DANG WPN/ETC,F
52332,12020(A)(2),MFG/SELL/ETC:MAGAZINE,M
52333,12020(A)(2),MFG/SELL/ETC:MAGAZINE,F
52334,12020(A)(3),CC/EXPLOSIVE SUBSTANCE,M
52335,12020(A)(3),CC/EXPLOSIVE SUBSTANCE,F
52336,12020(A)(4),CARRY CON/DIRK OR DAGGER,M
52337,12020(A)(4),CARRY CON/DIRK OR DAGGER,F
52361,12020.1,MFG HARD PLASTIC KNUCKLES,M
52404,12020.1,MFG HRD PLST/WOOD KNUCKLE,M
52410,12020.1,POSS COMPOSITE KNUCKLES,M
52411,12020.1,POSS COMP/WOOD KNUCKLES,M
52198,12020.5,AD UNLAWFUL WEAPON/ETC,M
31219,12021,MARK FLS WEIGHT ON CONTNR,M
52120,12021,FELN/ADD/ETC POSS FIREARM,F
52140,12021(A),FELON/ADDCT/ETC POS F/ARM,F
52232,12021(A)(1),FELON/ETC POSS FIREARM,F
52182,12021(B),CONV PERSN POSS/ETC F/ARM,F
52201,12021(C)(1),CNVIC POS/ETC F/ARM:SP PR,F
52282,12021(C)(1),CONVC POS/ETC F/ARM:SP PR,M
52390,12021(D)(1),CONV PERSN POSS/ETC R/ARM,F
52391,12021(D)(1),CONV PERSN POSS/ETC F/ARM,M
52210,12021(E),CONV PERS POSS F/ARM U/30,F
52392,12021(E),CONV PERS POSS:F/ARM U/30,M
52315,12021(G)(1),PROHIB BUY/ETC F/ARM:ORDS,F
52316,12021(G)(1),PROHIB BUY/ETC F/ARM:ORDR,M
52317,12021(G)(2),PROHIB OWN/ETC F/ARM:ORDS,M
52181,12021.1(A),POS F/ARM VIOL:MURDER/ETC,F
52306,12021.1(C),POS/ETC F/ARM:SPEC FELONY,F
31162,12023,SEL COMOD:GROS WEIGHT/ETC,M
52250,12023(A),CARRY LOAD F/ARM:COMT FEL,F
52348,12023(A),CARRY LOAD F/ARM:COMT FEL,M
31053,12024,PACKAGING AND SALE FRAUD,M
52258,12024,POSS DEADL WPN:COMIT ASLT,M
52376,12025(A),CARRY CONCEALED WEAPON,F
52212,12025(A)(1),CCW IN VEH W/PR FEL CONV,F
52215,12025(A)(1),CCW IN VEHICLE,M
52213,12025(A)(2),CCW ON PERSON W/PR CONV,F
52214,12025(A)(2),CCW ON PERSON,M
52292,12025(A)(3),OCUPANT CCW VEH:SPEC CIRC,F
52323,12025(A)(3),OCUPANT CCW VEH:SPEC CIRC,M
52298,12025(B)(1),CCW IN VEH W/PR FEL CONV,F
52300,12025(B)(2),CARRY CONCEALD STOLEN WPN,F
52297,12025(B)(3),CCW:CRIM ST GANG:ACTIVE,F
52296,12025(B)(4),CCW:PROHIB/UNLAWFUL POSS,F
52365,12025(B)(5),CCW:WITH SPECIFIC CONV,M
52366,12025(B)(5),CCW:W/SPECIFIC CONVICTION,F
52345,12025(B)(6)(A),CCW ON PERSON:LOADED,M
52364,12025(B)(6)(A),CCW ON PERSON/LOADED,F
52367,12025(B)(6)(B),NOT REG OWNER OF WPN,M
52204,12031(A)(1),CRRY LOAD F/ARM PUB PLACE,M
52277,12031(A)(1),CARY LOAD F/ARM:PUB:S/CIR,F
52301,12031(A)(2)(A),CARRY LOAD F/ARM:PR FEL,F
52302,12031(A)(2)(B),CARRY STOLEN LOADED F/ARM,F
52286,12031(A)(2)(C),GANG MEMB:CLF/ARM:PUB/ETC,F
52307,12031(A)(2)(D),C/LOADED F/ARM:PROHIB/ETC,F
52308,12031(A)(2)(E),CARRY LOAD F/ARM:SPEC PRS,F
52420,12031(A)(2)(E),CARRY LOAD F/ARM:SPEC PRS,M
52320,12031(A)(2)(F),CC/LOAD F/ARM:NOT REG OWN,F
52321,12031(A)(2)(F),CCLF/ARM:NOT REG OWNER,M
52412,12031(A)(2)(F),CC/LOAD H/GUN:NOT REG OWN,F
52413,12031(A)(2)(F),CCLOAD HNDGUN:NOT REG OWN,M
52172,12034(A),CARRY/BRING F/ARM TO VEH,M
52179,12034(B),DRIVR SHOOT FIREARM F/VEH,F
52178,12034(C),SHOOT AT PERSON FROM VEH,F
52180,12034(D),ILLEGAL SHOOTING FROM VEH,F
52202,12035(B)(1),CRMNL STORE F/ARM:1ST DEG,F
52203,12035(B)(2),CRMNL STORE F/ARM:2ND DEG,M
52310,12036(B),ALOW CHILD ACCES TO F/ARM,M
52370,12036(C),F/ARM ON PREM:CHILD ACCES,M
52251,12040(A),MASKD CRMNL POS F/ARM:PUB,F
52328,12051(B),FALS STATMNT:APLY WPN LIC,M
52259,12070(A),SELL/ETC FIREARMS W/O LIC,M
52195,12072(A)(1),SELL FIREARM TO PROHIBTED,F
52266,12072(A)(2),GIVE/ETC F/ARM:PROHIB CLS,F
52362,12072(A)(2),SELL/ETC F/ARM:PROHIB CLS,M
52271,12072(A)(3)(A),SELL/ETC FIREARM TO MINOR,F
52363,12072(A)(3)(A),SELL/ETC FIREARM TO MINOR,M
52284,12072(A)(4),SEL/LOAN/ETC F/ARM:S/CIRC,F
52285,12072(A)(4),SEL/LOAN/ETC S/CIRC F/ARM,M
52287,12072(A)(5),SELL/ETC FIREARM:-AGE/ETC,F
52288,12072(A)(5),SELL/ETC C/F/ARM/ETC:-AGE,M
52318,12072(D),UNLIC SEL/TRNS/ETC CF/ARM,F
52319,12072(D),UNLIC SEL/TRAN/ETC CF/ARM,M
52278,12076(B)(1),GIVE FALSE DATA:F/ARM REG,M
52393,12076(B)(1),GIVE FALSE ID:F/ARM REG,F
52264,12082,DLR VIOL SALE/ETC:FIREARM,M
55166,12082,SELL/ETC EXPLOSIVE TO MNR,M
52414,12083(A)(3),FLS ID/INFO ON CLEFFL,M
52415,12083(C)(1),DLR IMPRT NON CFLD/CLEFFL,M
52050,12084,FIRE GUN NEAR EXPLO PLANT,M
52230,12085,MFG EXPLOSIVES PROHIBITED,M
52051,12086,FAIL TO REPORT EXPLO LOSS,M
52052,12087,ABANDON EXPLOSIVES,M
55167,12088,EXPL F/TRNSP:FAKE MRK/ECT,M
52021,12090,ALTER FIREARM ID MARK,F
52022,12091,POSS FIREARM W/ALTERED ID,F
52024,12094,BUY FIREARM W/O ID MARK,M
52338,12094(A),POS/ETC F/ARM W/O ID MARK,M
31069,12101,ACT/ETC PEST DLR W/O LIC,M
52055,12101(A)(1),MAKE EXPLOSIVE W/O PERMIT,M
52254,12101(A)(1),MNR ILL POSS CONCEAL WPN,M
52255,12101(A)(1),MNR ILL POSS CNCEL WPN:PR,F
52056,12101(A)(2),SELL/ETC EXPLO W/O PERMIT,M
52058,12101(A)(3),HAVE/ETC EXPLO W/O PERMIT,M
52060,12101(A)(4),TRANSP EXPLO W/O PERMIT,M
52062,12101(A)(5),USE EXPLOSIVE W/O PERMIT,M
52064,12101(A)(6),EXPLO DEPOT W/O PERMIT,M
52066,12101(A)(7),EXPLO VEH IN UNSAFE SPOT,M
52256,12101(B)(1),MNR ILL POSS LIVE AMMO,M
52257,12101(B)(1),MNR ILL POSS LIVE AMMO:PR,F
31081,12107,COMERCIAL WEIGHT/ETC VIOL,M
54623,12110,RECV COMP FOR TOW SRVS,M
52069,12120,GIVE EXPLO W/O PERMIT,M
54421,12120,SALE VEH:NOT OWNER/DEALER,M
52346,12125(A),MFG/ETC UNSAFE HANDGUN,M
52209,12220(A),POSSESS/ETC MACHINEGUN,F
52242,12220(B),SELL/CONVRT/ETC MACINEGUN,F
52193,12280(A)(1),MAKE ANY ASSAULT WEAPON,F
52194,12280(B),ILLEGAL POSS ASSAULT WPN,F
52329,12280(B),ILLEGAL POSS ASSAULT WPN,M
52382,12281(J),FAIL TO COMPLY:SKS RIFLE,F
52042,12303,POSS DESTRUCTIVE DEVICE,F
52327,12303,POSS DESTRUCTIVE DEVICE,M
52044,12303.1(A),EXPLO/ETC/DEV ON CARRIER,F
52045,12303.1(B),EXPLO/ETC/DEV IN BAGS/ETC,F
52046,12303.1(C),EXPLO/ETC/DEV:BAG:CHECKIN,F
52047,12303.2,POSS EXPLO/ETC/DEV:PUBLIC,F
52028,12303.3,USE/ETC EXPLO/DEV:INJ/ETC,F
52095,12303.6,SELL/ETC/TRNSP EXPLO/DEV,F
52029,12304,SELL/ETC AMMO CALIBR .60+,M
52135,12304,SELL/ETC AMO + .60 CAL:PR,F
52072,12305,POSS EXPLOSIVE ILLEGALLY,F
52105,12308,USE DEST DEVCE:INT:MURDER,F
52104,12309,USE DESTRCT DEV CAUSE GBI,F
52115,12310(A),DSTRCT DEVIC CAUSNG DEATH,F
52116,12310(B),DESTRUCT DEVICE:MAYHM/GBI,F
52107,12312,MAK DSTRCT DEVC W/O PERMT,F
52269,12316(A),SELL AMMO TO MINOR,M
52253,12316(B)(1),PROHIBTD OWN/ETC AMMO/ETC,F
52272,12316(B)(1),PROHIBTD OWN/ETC AMMO/ETC,M
52270,12316(C),BRING AMMO TO SCH ZONE,M
52416,12316(C),SUPPLY/ETC AMMO:MINOR,M
52417,12317(A),FIRM SELL AMMO PROH PRSN,M
52162,12320,POSS ARMOR PENETRATE AMMO,F
52421,12320,POSS ARMOR PENETRATE AMMO,M
52219,12321,MFG PENETRATE HNDGUN AMMO,F
52167,12355(A),ASSEMBLE BOOBYTRAP,F
52165,12355(B),POSSESS BOOBYTRAP DEVICE,F
66113,12370(A),VIOL FELON POS BODY ARMOR,F
52122,12403.7,ILL POSS/ETC TEAR GAS/ETC,F
52131,12403.7,ILEGL POS/ETCTEAR GAS/ETC,M
52395,12403.7(A),UNLAWFL POSS/USE TEAR GAS,F
52396,12403.7(B),NARC ADCT POS/ETC TEARGAS,F
52398,12403.7(B),NARC ADCT POS/ETC TEARGAS,M
52397,12403.7(C),SELL/FURNISH TEARGAS:MNR,F
52399,12403.7(C),SELL/FURNISH TEARGAS:MNR,M
52322,12403.7(D),MINOR POS/ETC:TR GAS/WPN,F
