CDS Code,Offense Description,Offense Level
52253,PROHIBTD OWN/ETC AMMO/ETC,F
52272,PROHIBTD OWN/ETC AMMO/ETC,M
52270,BRING AMMO TO SCH ZONE,M
52416,SUPPLY/ETC AMMO:MINOR,M
52417,FIRM SELL AMMO PROH PRSN,M
52162,POSS ARMOR PENETRATE AMMO,F
52421,POSS ARMOR PENETRATE AMMO,M
52219,MFG PENETRATE HNDGUN AMMO,F
52167,ASSEMBLE BOOBYTRAP,F
52165,POSSESS BOOBYTRAP DEVICE,F
66113,VIOL FELON POS BODY ARMOR,F
52122,ILL POSS/ETC TEAR GAS/ETC,F
52131,ILEGL POS/ETCTEAR GAS/ETC,M
52395,UNLAWFL POSS/USE TEAR GAS,F
52396,NARC ADCT POS/ETC TEARGAS,F
52398,NARC ADCT POS/ETC TEARGAS,M
52397,SELL/FURNISH TEARGAS:MNR,F
52399,SELL/FURNISH TEARGAS:MNR,M
52322,MINOR POS/ETC:TR GAS/WPN,F
52324,MINOR POS/ETC:TR GAS/WPN,M
52339,POS/ETC PROJECTILE TR GAS,M
52340,POS/ETC PROJECTILE TR GAS,F
52289,ILUSE TEARGAS/TEARGAS WPN,F
52290,TEARGAS/TEARGAS WPN:ILUSE,M
52291,ILUSE TEARGAS/TG WPN:PO,F
52280,MNR:TEARGAS/TG WPN:NO OK,M
52130,SELL/ETC TEAR GAS/ETC WPN,M
52034,ALTER TEAR GAS WPN MARK,F
54107,DRIVE W/O LICENSE,M
54113,OPR M/CYCLE W/O PROPR LIC,I
54396,OPR VEH W/O LIC:PARK LOT,I
54458,OPR VEH/ETC W/O LIC TYP,I
54313,NONRES:DRIVE W/O MED CERT,I
54531,MISUSE INSTRUCTION PERMIT,I
54216,LICENSEE POSS/ETC 1+ CDL,I
31220,COMOD QUANTITY VIOLATION,M
31232,WEIGHING INSTRUMENT VIOL,M
54668,MNR -18 EMPLOYED TO DRIVE,M
54669,-21 EMPLOYED TO DRIVE,M
54369,PUPIL ACT BUS:NO CDL&CERT,M
54570,TRAN SCH KIDS W/O REQ DOC,M
54446,FARM LABR VEHICLE LIC VIO,M
52224,POSSESS SILENCER,F
54459,OPR TOW TRK W/O CDL/CERT,M
52261,SELL MINOR BB DEVICE,M
52252,FURNISH MINOR W/BB DEVICE,M
52368,ALTER/ETC IMITATION F/ARM,M
52394,ALTER/ETC IMITATION F/ARM,M
52369,MNFACTURER/ETC NOT COMPLY,M
52408,DISPLAY IN PUB:IMT F/ARM,I
52380,EXPOSE IN PUB:IMTAT F/ARM,I
52381,IMITATION F/ARM:3+VIOLAT,M
52094,MFG/SELL/POSS BLOWGUN,M
52187,PROHIBITED ACTS: FIREARM,M
52188,PROHIBITED ACTS: FIREARM,M
52314,CARRY DEAD WPN:PICKET/ETC,M
31144,PKG/ETC COMOD:NON-CONFORM,M
52374,MFG DANG F/WORKS N/PERMIT,M
52177,FELON POSSESS STUN GUN,M
52229,ADDICT BUY/ETC STUN GUN,M
52262,ILL SELL/ETC STUN GUN:MNR,M
52226,MINOR -16 POSS STUN GUN,M
52196,REMOVE MFG SER #:STUN GUN,M
52371,REMOVE MFG NAME STAMP,M
52372,REMOVE MFG SERIAL NUMBER,M
52405,SEL LESS LTHL WPN:PRSN-18,M
52664,ADVERTISE FIREWORKS/PYRO,M
52111,SELL UNCLASSED FIREWORKS,M
52402,SELL F/WORKS OUTSIDE SPEC,M
52197,UNLAW STORE FIREWORKS,M
52160,GIVE FIREWORKS UNLIC PRSN,M
52100,POSS FIREWORKS W/O PERMIT,M
52375,UNL DISCH F/WORK:N/PERMIT,M
52112,ILLEGALLY STORE FIREWORKS,M
52163,UNSAFE USE OF FIREWORKS,M
52113,ILLEGAL SALE OF FIREWORKS,M
52114,RUBBISH NEAR FIREWORKS,M
52403,UNLAW USE EMRG SIGNL DEV,M
52170,AD SELL FIREWORKS W/O LIC,M
52236,SELL DANG F/WORK:-18 W/PR,M
52238,SELL DANG F/WORKS:MIN -18,M
52207,SELL FIREWORKS TO MINOR,M
55221,MINOR POS FIREWORK/DEVICE,M
52409,POS DNG F/WRKS -25 POUNDS,M
52652,POS DNG F/WRKS-25/+100LBS,M
52400,"POS DNG F/WRKS-100+5,000P",F
52401,"POS DNG F/WRKS-100+5,000P",M
52138,SELL DANG F/WORK:MIN -18,M
52223,SELL DANG F/WORK:-18 W/PR,M
52228,SELL F/WORK -18:7500+GRAN,F
52341,SELL F/WORK -18:7500+GRAN,M
52406,USE FLMTHRWNG DEV W/O PER,F
52407,USE FLMTHRWNG DEV W/O PER,M
54562,PROV LIC:NO DRIVE 11PM-5A,I
54563,PROV LIC:NO PASNGR -20YRS,I
54441,LIC LOST/ETC:DESTROY ORIG,I
54140,DRIVE W/O VALID LICENSE,I
48106,REFUSE GIVE LICENSE TO PO,M
55046,FAIL PREVENT FIRE SPREAD,M
55060,THROW BURNING MATERIAL,M
55062,THROW FLAME SUB FROM VEH,M
26524,DISP/ETC FAKE/ETC ID CARD,M
26525,LEND/ALLOW USE OF ID CARD,M
26526,DISPLA/ETC UNAUTH ID CARD,M
26527,PERMIT UNLAWF USE ID CARD,M
26528,UNLAWFUL USE/ETC:ID CARD,M
26529,DUP/POSS/ETC ID/FAKE ID,M
26530,ALTER ID CARD W/O AUTHRTY,M
26560,MFG/ETC PROHIBITED ID,M
55254,FAIL NOTIFY OES OF DISCH,M
50201,CJA FURN RCRD/INFO UNAUTH,M
50202,FURNISH RCRD/INFO UNAUTH,M
50097,UNAUTH PRSN POSS RECORD,M
55125,NONRPT/ETC WASTE:NAV WATR,M
55248,POLLUTE SEWER W/HAZ SUB,F
55249,POLLUTE SEWER W/HAZ SUBST,M
55256,FALSIFY/TAMPR RECORDS ETC,F
31146,FALSE ADV PETRO PRODUCTS,M
62097,CA REG:MARINE LIFE:NO PER,M
62072,CA REG:OVER LIMIT OF FISH,M
62123,CA REG:SALMON:METH OF TAK,M
62110,CA REG:SALMON:HOOK VIOL,M
62160,CA REG:STRIPD BAS:MINM SZ,M
62109,CA REG:EXCED SIZE:HALIBUT,M
62124,CA REG:LINGCOD:MINM SIZE,M
62146,CA REG:CABEZON:MINM SIZE,M
62147,CA REG:GREENLING:MINM SZ,M
62144,CA REG:BASS:MINM SZE VIOL,M
62125,CA REG:ROCKFISH:LIMT VIOL,M
62126,CA REG:ROCKFISH:METH TAKE,M
62152,CR:POSS UNDRSZE LEP SHARK,M
62172,CA REG:VIOL SURFPERCH TAK,M
62177,CA REG:ONE LINE 3 HOOKS,M
62111,CA REG:INVRTBRT:EQUIP VIO,M
62090,CA REG:ABALONE OVER LIMIT,M
62121,REG:ABALONE OUT OF SEASON,M
62108,CA REG:UNDERSIZE ABALONE,M
62098,CA REG:ABALONE:WRONG GEAR,M
62127,CA REG:NO ABALONE RPT CRD,M
62183,CA:FAIL ABALONE RPT REQUI,M
62112,CA REG:CLAMS/ETC:SIZE VIO,M
62137,CA REG:OVER LIMIT:MUSSEL,M
62117,CA REG:TAK DUNGENESS CRAB,M
62118,CA REG:CRABS/ETC:SIZE VIO,M
62079,CA REG:SPINY LOBSTER VIOL,M
31070,BUS PRAC VIOL:RESTRC MAT,M
26396,FALS ELIGIBLTY:HEALTH AID,M
26397,FALS ELIGIBLTY:HEALTH AID,F
26362,FAIL DISCL OTH HELTH CARE,M
26376,BUY/ETC MEDI-CAL CARD/ETC,F
26160,FRAUD:MEDI-CAL CARD,M
26122,FRAUD:MEDI-CAL RECIPIENT,M
47005,POST ON INTERNET WRAP ID,M
47004,POST WRAP P/ID:INTRNET:BI,M
26622,W/INTENT DEFRAUD MEDI-CAL,F
26632,W/INTENT DEFRAUD MEDI-CAL,M
26173,SOLICIT KICKBACK/BRIBE,F
26260,OFFER KICKBACK:AID/ETC,F
31320,VIOL MONETARY TRANSACTION,M
31321,FALSE INFO MONEY TRANSAC,M
31322,FALSE INFO MONEY TRANSAC,F
31094,MONETARY TRANSACTION VIOL,F
31323,STRUCTURE MONETRY TRANSAC,M
26153,FRAUD:TRADE NAME ITEM,M
26604,UNLAW RECYC:OOS CONT/ETC,I
26605,UNLAW RECYC:EXCEED $400,F
26606,UNLAW RECYC:EXCEED $400,M
26607,UNLAW RECYC:EQUAL/-$400,M
54305,FAIL NOTE DMV ADD CHG:CDL,I
54004,DRIV:SUSP/ETC LIC:RECKLES,M
54083,DRIVE:LIC SUSPENDED/ETC,M
54659,DRV:LIC SUSP W/PR W/I 5YR,M
54108,DRIV:SUSP/ETC LIC:DUI:VIO,M
54082,DRIVE:RESTRICTED LIC:DUI,M
54656,DRIV:LIC SUSP DUI W/PRIOR,M
54084,HABITUAL TRAFFIC OFFENDER,M
54202,DRIVE:LIC REV/ETC:INJ ACC,M
54085,DRIV:LIC SUS/ETC:UI/RFUSL,M
54482,DRIV:LIC SUS/ETC:DRV RSTR,M
54660,DRV:LIC SUS DUI PR W/5 YR,M
54150,OPR VEH:VIOL LIC RESTRCTN,I
54017,OWN LET UNLICENSD OPR VEH,M
54416,HIRE/ETC UNLICENSED DRIVR,I
54325,ALLOW UNLIC MNR TO DRIVE,I
26568,UNLAWFUL USE/ETC:DRIV LIC,M
26569,UNLAWFUL:LEND DRIV LIC,M
54485,UNLAWF DISPLY/ETC DRV LIC,M
26571,UNLAWF DUPLICATE/ETC LIC,M
54486,UNLAWF ALTER AUTH DRV LIC,M
26542,MFG/SEL ID SIMILAR TO CDL,M
54375,IMPERSONATE FOR CDL/ETC,M
54670,EMPL ALLW DRIVER COMM VEH,I
54345,DRIVE W/O COMERCL VEH LIC,I
54438,NO COMMERCIAL VEH LIC/ETC,I
54634,CHEAT ON COMM DRIVER EXAM,I
54635,CHEAT ON COMM DRIVER EXAM,M
54545,CHILD 6- ALONE IN VEHICLE,I
55261,FAIL RPT ELDER/ETC ABUSE,M
55262,F/RPT ELDER ABUSE:INJ/DTH,M
55185,ELD/DEP ADL ABUSE:GBH/DTH,F
55247,ELD/DEP ADLT ABUSE:HEALTH,M
49096,FUGITIVE FROM JUSTICE,F
54018,NO PROOF:FINANCE RESP:VEH,I
54102,NO EVID:ID/INS/ETC:ACCDNT,I
54101,FAIL PROVE FIN RSP:PO REQ,I
54354,NO PROOF $ RESP:ACCIDENT,I
54326,PROVIDE FAKE EVID:INS/ETC,M
31104,DO BUSNES/ETC W/O LIC/ETC,M
31037,UNFAIR TRADE PRACTICE,M
31272,ENGAGE IN BUSINES W/O LIC,M
26090,FRAUD:BUY WELFARE VOUCHER,F
31172,DSBRS/ETC ESCROW FUND VIO,M
31108,AGENT/ETC HOLD ESCRO INFO,M
31109,MISAPPROPRIATE ESCROW/ETC,F
31110,FAIL RPT ESCROW THEFT/ETC,M
31039,FALSE/ETC ADVERTISING,M
52570,POSS DEADL WPN:COMIT ASLT,M
31095,FALSE PRETENSES:SALE/ETC,M
52625,ADV UNLAWFUL WEAPON/ETC,M
52482,PROHIBITED ACTS:FIREARM,M
52483,PROHIB ACTS:LOADED F/ARM,M
52484,CARRY DEAD WPN:PICKET/ETC,M
26315,TELE SELR FAIL MAINT BOND,F
26314,FAIL TO REG AS TELE SELLR,F
26229,SOLIC PURCH:UNREG TEL SLR,M
52547,PERMIT PRSN CARRY F/A:VEH,M
31252,FAIL PROV GOOD/SERV REFND,M
31250,CMRA VIOL PRIV MAILBX SRV,M
31243,TRAVEL SVS FAIL REIMBURSE,M
31244,TRAVEL SRVC FAIL REIMBRSE,F
23151,MARK/ETC STOLN BOVINE/ETC,F
23143,FIX BRND/ETC:STOL/BOV/ETC,F
31276,UNLAWFUL ACT BY SALESPRSN,M
31277,WATER TREATMNT DEVICE VIO,M
31302,WATER TRTMNT DEV REMOVAL,M
55260,VIO ST BLDG STANDARD CODE,M
4077,DESTR AIRCRAFT/FACILITY,F
4017,DEST MOTOR VECHICLE/ETC,F
55308,VIOL MANUF HOUSING ACT,M
59012,VOTER REGISTRATION VIOL,F
59013,VOTER REG VIOL,M
59017,REG FICTITIOUS PERSON,F
59018,REG FICTITIOUS PRSN,M
66226,FILE FLS GN VLNC RSTR ORD,M
59022,MAKE/ETC NOMINATION PAPER,F
59023,FALSELY DECLAR CANDIDACY,F
52667,POSS F/A W/GUN RESTR ORDR,M
26637,MAIL VOTE LIT W/PREC INFO,M
26638,DIST VOTE LIT W/INCOR LOC,M
26639,DIST VOTE LIT W/INCOR QAL,M
26640,DIST VOTE LIT W/INCOR DAT,M
59024,VOTE/ATMPT:MORE THAN ONCE,F
59025,VOTE/ATMPT:MORE THAN ONCE,M
59010,ATT TO/IMPERSONATE VOTERS,F
59011,ATTEMPT/IMPERSONATE VOTER,M
59020,FALS CIRCULATE RECALL PET,F
59021,FALS CIRCULATE RECALL PET,M
59014,USE FICTITIOUS NAME,F
59015,FALSE AFFIDAVIT,M
59016,FALSE AFFIDAVIT,F
52562,POSS DESTRUCTIVE DEVICE,M
52563,POSS DESTRUCTIVE DEVICE,F
52622,POSS EXPLO:PUBLIC STREET,F
52648,POSS EXPLO:PUBLIC BLDG,F
52647,POSS EXPLO:PRIV HABITATN,F
52688,POSS EXPLO PSGR VESSEL,F
52500,POSS EXPLO/DEST DEVICE,F
52588,MAK DSTRCT DEVC W/O PERMT,F
52626,EXPLO/ETC DEV ON CARRIER,F
52627,EXPLO/ETC/DEV IN BAGS/ETC,F
52628,EXPLO/ETC/DEV:BAG:CHECKIN,F
52629,SELL/ETC TRNSP EXPLO/DEV,F
52689,SELL/TRNSP/ETC .60 CAL+,M
52690,SELL/TRNSP/ETC .60 CAL+,F
52630,USE/ETC EXPLO/DEV:INJ/ETC,F
52665,USE EXPLO/DEV:COMM MURDER,F
52679,USE EXPLO/DEV:CAUSE GBI,F
52506,DSTRCT DEVICE CAUSE DEATH,F
52507,DESTRUCT DEVICE:MAYHM/GBI,F
31170,SEL UNINSPCTD L/STOCK/ETC,M
31171,SEL UNINSPC STOCK/ETC:DEF,F
55269,UNL SEWAGE LEAK:REC VEH,M
31210,UNLIC BUS:HOME FURNISHING,I
52634,CC/EXPLOSIVE SUBSTANCE,F
52635,CC/EXPLOSIVE SUBSTANCE,M
31306,SELL/DIST MATTRES FLM RTD,I
52538,MFG/ETC REPLICA HNDGRNADE,F
52539,MFG/ETC REPLICA HNDGRNADE,M
52691,MFG/ETC REPLICA HANDGREND,I
52692,SELL LESS LTHL WPN TO MNR,M
61042,TX AGNT DISCL PRVT TX INF,M
39052,ENTER HORSE RACE:EXCL/ETC,M
39041,ENTER HORSERACE INCL:EXCL,M
61035,FALSE/ETC STATE TAX/ETC,M
61032,MAKE/ETC FLS RET/ETC:PERJ,F
61041,AID PREP FALSE TAX RTN,F
61030,BANK FAKE UNFILD RET:EVAD,F
61037,WILLFUL INTENT DEFRD TAX,F
52573,SALE MINOR BB DEVICE,M
23107,WILLFUL PROP DETENTION,M
52572,FURNISH MINOR W/BB DEVICE,M
39078,-21 NOT PERMITED GAMB EST,M
31274,KNWLY RE-ENTR GAMBLNG EST,M
39069,UNDER 21:GAME ROOM VIOL,M
54069,HIT AND RUN:DEATH/INJURY,F
54539,HIT AND RUN:INJURY/DEATH,M
54070,HIT AND RUN:INJURY,F
54526,HIT AND RUN:INJURY,M
54071,HIT AND RUN:DEATH/INJURY,F
54527,HIT AND RUN:DEATH/INJURY,M
54056,HIT AND RUN,M
54038,HIT AND RUN:PROP DAMAGE,M
54074,HIT&RUN PROP DAMAG:LOCATE,M
54073,HIT&RUN PROP DAMAG:NOTIFY,M
54063,HIT&RUN RNWY VEH:PROP DAM,M
54356,INJ/DTH ACC:NO DRIVR INFO,M
54501,ACCIDENT:DRIVER W/O LIC,I
54384,FAIL REP ACCIDENT:INJ/DTH,I
52497,MFG/SELL/POSS BLOWGUN,M
26597,KNLY FAIL DISCLOSE FACT,M
52650,ASSEMBLE BOOBYTRAP,F
52651,POSSESS BOOBYTRAP DEVICE,F
52693,POSSESS BOOBYTRAP DEVICE,M
52481,ALTER/ETC IMITATION F/ARM,M
52571,MNFACTURER/ETC NOT COMPLY,M
52623,DISPLAY IN PUB:IMT F/ARM,I
52636,DISPLY PUB IMT F/ARM W/PR,M
52522,MFG/SALE/ETC AIRGAUGEKNIF,F
52523,MFG/SALE/ETC AIRGAUGEKNIF,M
52520,MFG/ETC BELT BUCKLE KNIFE,F
52521,MFG/ETC BELT BUCKLE KNIFE,M
52524,MFG/SALE/ETC CANE SWORD,F
52525,MFG/SALE/ETC CANE SWORD,M
52534,MFG/ETC LIPSTICK CASE KNF,F
52535,MFG/ETC LIPSTICK CASE KNF,M
52544,MFG/SALE/POSS SHOBI-ZUE,F
52545,MFG/SALE/POSS SHOBI-ZUE,M
52450,MFG/ETC UNDETECT KNIVES,M
52556,MFG/ETC WRITING PEN KNIFE,F
52557,MFG/ETC WRITING PEN KNIFE,M
54137,FAIL OBEY TRAFIC REGULATR,I
54317,CROS IN XWALK:PROHIB SIGN,I
52514,MFG/ETC BALLISTIC KNIFE,F
52515,MFG/ETC BALLISTIC KNIFE,M
54548,TRESP W/VEH ETC:PUB GRNDS,I
54420,DRIV LEVEE/ETC NO RT O WY,I
42089,RIDE BIKE UNDER INFLUENCE,M
54626,OPR BIKE W/O BRAKES,I
54415,BIKE HANDLEBAR ABV SHLDS,I
54141,BIKE HEADLIGHT/ETC VIOL,I
54591,UNAUTH FLASHING BLU LIGHT,I
54019,FAIL RIDE BIKE:RT EDGE RD,I
54454,MTRCYCL/ETC ATT 2 VEH/ETC,I
54465,BIKE OPERATOR NOT SEATED,I
54403,BIKE PASSENGER NOT SEATED,I
54382,FAIL OPR BIKE W/1 HAND +,I
54592,FAIL TO RIDE IN BIKE LANE,I
54386,MOTOR VEH IN BIKE LANE,I
54157,BIKE PARKING/ETC,I
54302,FAIL WEAR HELMET:BIKE:-18,I
42094,OPR MOTR SCOOTR UNDER INF,M
54586,OP MOTORSCTR:DRK HWY:LAMP,I
54587,OP MOTRSCTR:DRK HWY:R/REF,I
54588,OP MOTRSCTR:DRK HWY:S/REF,I
54519,FL OPR MOTR SCTR:RGT CURB,I
54573,OPR MOTORSCOOTR W/O BRAKE,I
54520,OPR MOTOR SCOOTR:HWY:VIOL,I
54460,OP MOTR SCOOTR W/O HELMET,I
54624,OP MOTR SCOOTR W/O LICNSE,I
54639,OPR MOTR SCOOTR W/PASSNGR,I
54625,OPR MOTR SCOOTER SIDEWALK,I
52564,CARRY CON/DIRK OR DAGGER,F
52565,CARRY CON/DIRK OR DAGGER,M
54224,FAIL CONSTRUCTN TRAF CNTL,I
54505,FAIL OBEY WARNING DEVICE,I
42083,OPR AIRCRAFT:UND DRUG/ALC,M
54133,GREEN LT:UTURN/YIELD VIOL,I
54447,GRN ARROW VIO:U-TRN/YLD/E,I
54448,GRN SIGNAL VIO:PEDESTRIAN,I
54593,PED FAIL RESPOND SIGNAL,I
54098,FAIL STOP LINE/ETC AT RED,I
54372,TURN ONTO ONEWAY AT RED,I
54373,FAIL STOP LINE/ETC AT RED,I
54153,PED AGAINST RED LIGHT/ETC,I
54455,ENTR/ECT LANE W RED SIG,I
54425,NON INTERSCTN SIGNAL VIOL,I
54159,PED AGAINST NO WALK SIGN,I
54522,BICYCLE OPR OBEY VEH LAWS,I
54122,FAIL STOP:FLASH RED LIGHT,I
54169,VEH CROSS DBL SOLID LINE,I
54439,SOLID/BROKEN DBL LINE VIO,I
54397,DRIVE 2WAY LEFT TURN LANE,I
54146,DRIVER FAIL OBEY SIGN/ETC,I
54112,PED FAIL OBEY TRAFIC SIGN,I
54476,ALL TRAF/ETC OBEY SIGNALS,I
54064,INTERF W/TRAF DEV:DTH/INJ,F
54600,UNAUTH DSPLY TRAFF DEVICE,I
54414,LITE ON HWY:IMPAIR VISION,I
52464,POSS SWITCHBLADE:VEHICLE,M
52592,CARRY SWITCHBLADE KNIFE,M
52593,SELL/ETC SWITCHBLADE KNIF,M
31260,JNK DLR:FLS PLC/DATE SALE,M
31261,JUNK DLR:FLS DMV INFO,M
31262,JNK DLR:FLS NAME/ADD/ETC,M
31263,JNK DLR:FLS DESCRIPTION,M
31264,JNK DLR:FLS SIGN TRAN DOC,M
31163,JUNK DLR/ETC:NO RECORDS,M
31133,DLR FAIL RPT PROP:PD/SD,M
31136,INCOMPLETE DLR RPT:PD/SD,M
31137,DLR ILLEGLY DISP OF PROP,M
31292,SECNDHND DEALER PROP INSP,M
31075,UNAUTH SECONDHAND DEALER,M
31164,SECONDHAND DLR LIC VIOL,M
50171,ENDANGER AIRBORN AIRCRAFT,M
54104,FAIL DRIVE RT HALF ROAD,I
54088,OPR BIKE:RD/ETC:WRONG WAY,I
54445,DIV HWY:CROSS/U TURN VIOL,I
54075,DRIVE WRONG WAY:DIV HWY,M
54080,DRIVE WRONG:HWY:INJ/DEATH,F
31097,JUNK DEALER/ETC BUY VIOL,M
54542,UNLAWFUL ENTRY SERV ROAD,I
54404,SLOW VEH IN LEFT LANE,I
54363,SPEC VEH:DRIVE WRONG LANE,I
54724,DRIVE VEHICLE IN BUS LANE,I
54160,DISOBEY TRAFFIC LANE SIGN,I
54504,FAIL OBEY TRAF LANE SIGN,I
54388,EXPRS:SOLID YEL LINES VIO,I
54636,HOV LANE W/O ISSUED DECAL,I
54637,DRIVE AUTO W/0 HOV DECAL,M
54664,DRV BLW NRMAL SPD 5+BHND,I
54161,DISOBEY TRAFFIC DIRECTION,I
54178,UNSAFE LANE CHANGE/ETC,I
54433,VIOL:THREE-LANE HIGHWAY,I
54341,PASS/YIELD VIOL:MEET VEH,I
54360,DRIVE ON SIDEWALK VIOL,I
31165,SWAP MEET OPR NOT RET RPT,M
31169,SWAP MEET VEN NOT HAV RPT,M
31179,SEL CUT/ETC SPORT TRADCRD,M
54552,OBST DRIVER VIEW/CONTROL,I
54364,INTERFERE W/DRIVER CNTL,I
54179,VEH FOLLOW TOO CLOSELY,I
54232,FOLOW TOO CLOSE:EMERG VEH,I
54513,UNAUTH VEH IN FIRE AREA,I
54417,DRIVE OVER FIRE HOSE,I
52566,POSS/ETC COMP/WOOD KNKLES,M
54524,SWERVING OF TOWED VEHICLE,I
54434,ALLOW UNLAWF RIDE/ETC:VEH,I
54339,UNLAWFUL RIDING:VEHICLE,I
54681,EXCD PASS VEH TW COMB LMT,I
54682,EXCD PASS VEH TW COMB LMT,I
54517,STOP/PARK VEH ON FREEWAY,I
54613,POCKET BIKES PROHIB AREA,I
54327,OVERTAKE/LEFT PASS VIOL,I
54389,PASS W/O ENOUGH CLEARANCE,I
54228,DRIVE LEFT SIDE VIOLATION,I
54180,VEH:UNLAWFUL PASS RIGHT,I
54181,USE SHOLDER/ETC:PAS RIGHT,I
54640,PASS BIKE UNSAFE DISTANCE,I
54641,PASS BIKE:-3 FEET,I
54642,PASS BIKE UNSAFE SPEED,I
54643,PASS BIKE:COLLISION W/INJ,I
54405,FAIL YIELD INTERSECT:HWY,I
54427,FAIL STOP/YIELD:INOP SIGN,I
54114,FT/YIELD BE4 LEFT/U-TURN,I
54601,FAIL YIELD:TURNING VEHICL,I
54105,ENT THROUGH HWY:W/O YIELD,I
54506,FAIL TO YIELD UNTIL SAFE,I
54299,FAIL YIELD TRAFIC:HWY ENT,I
54578,FAIL YEILD RIGHT-OF-WAY,I
54182,FAIL YIELD/ETC:EMERG VEH,I
54466,PED FT YIELD/ETC:EMRG VEH,I
54583,FAL CAUTION PASS EMGY VEH,I
52536,MFG/SALE/ETC METAL KNUCKL,F
52537,MFG/SALE/ETC METAL KNUCKL,M
54398,FAIL YIELD TO PED:XWALKS,I
54183,PED IN XWALK STOP/ETC VEH,I
54603,OVRTAKE VEH STOPPED XWALK,I
54535,FAIL YIELD PED ON SIDEWLK,I
54449,PEDSTRN FAIL 2 YLD:OVRHD,I
54162,PED NOT STOP:OUT CROSWALK,I
54145,JAYWALKING,I
54184,PED NOT ON LEFT EDGE ROAD,I
54318,HITCHHIKE IN ROADWAY,I
54590,PEDESTRIAN/ETC ON FREEWAY,I
54121,FAIL YIELD:BLIND PEDESTRN,M
54514,PEDESTRIAN IN BIKE LANE,I
54529,VEH BLOCK XWALK/SIDEWALK,I
52542,MFG/SALE/POSSESS NUNCHAKU,F
52543,MFG/SALE/POSSESS NUNCHAKU,M
26598,KNLY FAIL DISCLOSE FACT,M
54220,IMPROPER RIGHT HAND TURN,I
54319,LEFT TURN INTERSECTN VIOL,I
54409,WRONG LANE UTURN VIOL,I
54185,FAIL TO OBEY TURN SIGNS,I
54186,ILEGAL UTURN:BUS DIST/ETC,I
54344,UNLAWFL UTURN:RESIDENTIAL,I
54320,TURN BY FIRE STATION VIOL,I
54352,U TURN:OBSTRUCTED VIEW,I
54132,START/BACKUP VEHICLE:HWY,I
54115,UNSAF TURN &/OR NO SIGNAL,I
54149,FAIL SIGNAL B/4 TURN VEH,I
54426,SUDDEN STOP:W/O SIGNALING,I
54492,VIOL:METHOD OF SIGNALING,I
54493,INOP SIGNL LAMP:ARM SIGNL,I
54467,IMP METH:RHT HAND TRN SIG,I
54494,SCH BUS DRV:SGNL/STOP VIO,I
54495,FAL LOAD/UNLD:SCH BUS STP,I
31124,N/CONFRM MARK GOLD TOLRNC,M
31123,NONCONFORM TRADEMARK:GOLD,M
52518,MFG/ETC LEADED CANE/ETC,F
52519,MFG/ETC LEADED CANE/ETC,M
31189,TAX PREPARER VIOLATION,M
54212,DRIVE IN EXCESS 100 MPH,I
54422,SPEC VEH:WRONG PASS LANE,I
54134,EXCESSIVE SPEED,M
54303,EXCEED SPEED ON HIGHWAY,I
54395,EXC 55MPH SPEED:2 LANE RD,I
54106,UNSAFE SPEED:PREVAIL COND,I
54418,EXCEED PRIMA FACIE SPEED,I
54370,EXCEED POSTED SPEED LIMIT,I
54306,DRIVE TOO SLOWLY/ETC,I
54532,UNSAFE SPEED ON BRIDGE,I
54371,TRUCK/ETC EXCEED 55 MPH,I
54616,EXCESS SPEED WHILE TOWING,I
54502,COMM VEH XCEED MAX SPEED,M
55296,TANK W/500+XCEED MAX SPD,I
54374,TRUK/ETC XCEED POSTED MPH,I
54437,EXCEED SPEED FOR TIRE/WT,I
52548,MFG/SALE/POSS SHURIKEN,F
52549,MFG/SALE/POSS SHURIKEN,M
54549,METAL TIRE:EXCESS 6MPH,I
54453,MOTOR SCOOTER XCEED 15MPH,I
31203,MFG/SELL/ETC DECEPTIVE ID,M
31224,MFG/SELL/ETC DECEPTIVE ID,F
23140,TAKE MARKD CART:RETL ESTB,M
23149,UNAUTH RETRIEVL SHOP CART,M
23150,USE UNIDNT VEH:GET S/CART,M
23127,REM SHOPPING/LAUNDRY CART,M
23115,POSS SHOP/LAUNDRY CART,M
23175,POSS ALTERED SHOPING CART,M
23182,ABANDON SHOP/LAUNDRY CART,M
23137,ALTER/ETC SHOP/LAUND CART,M
23136,POSS CARTS:SPEC CIRC,M
31230,ILLEGAL IMM CONSULT:FORMS,M
31246,IMMG CONSULT BONDING REQ,M
31279,IMM CNSULT:NOTICE:NOT ATN,M
31280,IMMG CNSLT:POST SRVC FEE,M
31281,POST NAM:IMMG CNSLT EMPLD,M
31231,UNLAW CHG REFERRAL FEE,M
54167,FAIL STOP VEH:XWALK/ETC,I
54203,FAIL STOP/ETC:RR XING/ETC,I
54662,NO DRVR PED THRU RR GATE,I
54665,BUS/ETC FAIL STOP RR XING,I
54310,PAS/ETC SCH BUS FLASH RED,I
54679,VEND FROM VEH W/O STOP,I
54677,WRN SIGN VIO:ICE CREAM TR,I
54678,VEND FROM ICE CRM TRK REQ,I
54330,PARKING/ETC VIO:SPEC CIRC,I
54537,PARK UNLAW:DOUBLE PARKING,I
54663,NO PARK/STOP ETC FIRE LN,I
54379,PARALLEL PARKING VIOL,I
54475,STOP/PARK ON ROADWAY,I
54353,STOP/PARK/ETC:RESTRICTED,I
26689,USE SFTWR CIRCMVNT TICKET,M
